pair_id,condition_id,dataset_id,encoder_id,projection_dim,intervention,task,tau,balanced_accuracy
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.8,0.7339977918575306
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,0.9,0.6992933688579035
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,counterfactual,1.0,0.6468947283459793
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.0,0.4913434509039732
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.1,0.5531732715576468
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.2,0.5585185806854011
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.3,0.5586384046155768
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.4,0.5543352775835327
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.5,0.5607384952201379
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.6,0.5536168758685401
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.7,0.5484874235121732
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.8,0.5393904523141156
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,0.9,0.5184998691322144
dermamnist__vit_b_16_imagenet1k_v1__d128__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,all_reflect,original,1.0,0.49109000461023256
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.0,0.530775033813817
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.1,0.6350479186496852
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.2,0.6825539655903512
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.3,0.6678046007382947
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.4,0.6653836495014698
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.5,0.6507064982316191
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.6,0.6311625186315741
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.7,0.6114462038622577
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.8,0.5918090482109724
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.9,0.5606606069451262
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,counterfactual,1.0,0.5270395622989208
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.0,0.4913434509039732
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.1,0.5531732715576468
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.2,0.5585185806854011
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.3,0.5586384046155768
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.4,0.5543352775835327
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.5,0.5607384952201379
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.6,0.5536168758685401
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.7,0.5484874235121732
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.8,0.5393904523141156
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,0.9,0.5184998691322144
dermamnist__vit_b_16_imagenet1k_v1__d128__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d128,dermamnist,vit_b_16_imagenet1k_v1,128,hash_half_reflect,original,1.0,0.49109000461023256
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.0,0.4819152036024971
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.1,0.5859437748538431
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.2,0.6566319754727438
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.3,0.7033412947482612
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.4,0.7365201544581093
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.5,0.7377362149840041
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.6,0.725017705182937
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.7,0.707711756133998
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.8,0.7052223169876232
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,0.9,0.6862786477955038
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,counterfactual,1.0,0.6406624613489381
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.0,0.4415506320531052
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.1,0.4844392679086777
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.2,0.5108347497398171
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.3,0.5197314472729933
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.4,0.5062171602546084
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.5,0.5043055752696403
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.6,0.5079698261810417
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.7,0.5077574009718087
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.8,0.5099024753608413
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,0.9,0.5056962227526335
dermamnist__vit_b_16_imagenet1k_v1__d64__all_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,all_reflect,original,1.0,0.4977695702556617
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.0,0.44847510206482355
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.1,0.49914045039509514
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.2,0.5278795989994315
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.3,0.5382677208428238
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.4,0.5263513884425279
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.5,0.5243332731496871
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.6,0.529169357447687
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.7,0.5295961140856895
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.8,0.5316346581668496
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,0.9,0.5274284055586417
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,counterfactual,1.0,0.5188625712144345
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.0,0.4415506320531052
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.1,0.4844392679086777
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.2,0.5108347497398171
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.3,0.5197314472729933
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.4,0.5062171602546084
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.5,0.5043055752696403
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.6,0.5079698261810417
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.7,0.5077574009718087
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.8,0.5099024753608413
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,0.9,0.5056962227526335
dermamnist__vit_b_16_imagenet1k_v1__d64__hash_half_reflect,dermamnist__vit_b_16_imagenet1k_v1__d64,dermamnist,vit_b_16_imagenet1k_v1,64,hash_half_reflect,original,1.0,0.4977695702556617
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.0,0.9464166666666667
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.1,0.9923
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.2,0.99835
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.3,0.9987833333333332
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.4,0.9987
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.5,0.9981333333333333
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.6,0.9973166666666667
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.7,0.9964166666666667
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.8,0.99605
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,0.9,0.9955833333333333
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,counterfactual,1.0,0.9914
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.0,0.8901000000000001
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.1,0.9034833333333333
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.2,0.9049999999999999
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.3,0.8997166666666667
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.4,0.8937833333333334
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.5,0.8871833333333333
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.6,0.8800666666666667
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.7,0.87705
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.8,0.87715
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,0.9,0.8802166666666666
eurosat__resnet18_imagenet1k_v1__d128__all_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,all_reflect,original,1.0,0.8840833333333334
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.0,0.8996666666666668
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.1,0.9237500000000001
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.2,0.9274333333333333
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.3,0.9227833333333333
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.4,0.91815
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.5,0.9119833333333333
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.6,0.9073333333333332
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.7,0.9050499999999999
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.8,0.9051500000000001
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,0.9,0.90725
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,counterfactual,1.0,0.91035
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.0,0.8901000000000001
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.1,0.9034833333333333
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.2,0.9049999999999999
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.3,0.8997166666666667
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.4,0.8937833333333334
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.5,0.8871833333333333
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.6,0.8800666666666667
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.7,0.87705
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.8,0.87715
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,0.9,0.8802166666666666
eurosat__resnet18_imagenet1k_v1__d128__hash_half_reflect,eurosat__resnet18_imagenet1k_v1__d128,eurosat,resnet18_imagenet1k_v1,128,hash_half_reflect,original,1.0,0.8840833333333334
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.0,0.9079666666666666
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.1,0.9586333333333334
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.2,0.9792166666666666
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.3,0.9868333333333332
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.4,0.9888333333333333
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.5,0.9916
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.6,0.9918333333333333
eurosat__resnet18_imagenet1k_v1__d64__all_reflect,eurosat__resnet18_imagenet1k_v1__d64,eurosat,resnet18_imagenet1k_v1,64,all_reflect,counterfactual,0.7,0.9917833333333332
